Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Count,User_Score,User_Count,Developer,Rating,Critic_Score
Tony Hawk's Downhill Jam,Wii,N/A,Sports,Activision,0.21,0,0,0.02,0.23,42,6.2,13,Toys for Bob,E10+,69
Tony Hawk's Downhill Jam,DS,2006,Sports,Activision,0.2,0,0,0.02,0.22,34,7,7,Vicarious Visions,E,76
Tony Hawk's Motion,DS,2008,Sports,Activision,0.19,0,0,0.02,0.21,11,0,,Creat Studios,E,39
Tony Hawk's Pro Skater,PS,1999,Sports,Activision,3.42,1.38,0.02,0.2,5.02,18,9.2,69,Neversoft Entertainment,T,92
Tony Hawk's Pro Skater 2,PS,2000,Sports,Activision,3.05,1.41,0.02,0.2,4.68,19,7.7,299,Neversoft Entertainment,T,98
Tony Hawk's Pro Skater 2,GBA,2001,Sports,Activision,0.85,0.31,0,0.02,1.18,16,7.5,22,Vicarious Visions,E,95
Tony Hawk's Pro Skater 2x,XB,2001,Sports,Activision,0.41,0.19,0,0.03,0.63,24,8.8,5,Treyarch,T,78
Tony Hawk's Pro Skater 3,PS2,2001,Sports,Activision,2.66,1.29,0.01,0.46,4.41,34,7.5,298,Neversoft Entertainment,T,97
Tony Hawk's Pro Skater 3,PS,2001,Sports,Activision,1.09,0.49,0.02,0.07,1.67,10,8.3,36,Shaba Games,E,87
Tony Hawk's Pro Skater 3,GC,2001,Sports,Activision,0.64,0.17,0,0.02,0.82,27,9,27,Neversoft Entertainment,T,91
Tony Hawk's Pro Skater 3,XB,2002,Sports,Activision,0.34,0.18,0,0.02,0.55,22,8.4,17,Neversoft Entertainment,T,93
Tony Hawk's Pro Skater 3,GBA,2002,Sports,Activision,0.37,0.14,0,0.01,0.52,20,8,6,Vicarious Visions,E,90
Tony Hawk's Pro Skater 4,PS2,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67,27,8.5,128,Neversoft Entertainment,T,94
Tony Hawk's Pro Skater 4,XB,2002,Sports,Activision,0.59,0.3,0,0.04,0.93,25,8.5,21,Neversoft Entertainment,T,90
Tony Hawk's Pro Skater 4,GC,2002,Sports,Activision,0.45,0.12,0,0.02,0.58,19,8.6,21,Neversoft Entertainment,T,91
Tony Hawk's Pro Skater 4,GBA,2002,Sports,Activision,0.41,0.15,0,0.01,0.57,13,8.8,4,Vicarious Visions,E,85
Tony Hawk's Pro Skater 5,PS4,2015,Sports,Activision,0.09,0.08,0,0.03,0.21,43,1.5,427,Robomodo,T,32
Tony Hawk's Pro Skater 5,XOne,2015,Sports,Activision,0.09,0.02,0,0.01,0.12,18,2.1,132,Robomodo,T,39
Tony Hawk's Project 8,PS2,2006,Sports,Activision,0.72,0.03,0,0.12,0.87,17,7.3,19,Shaba Games,T,69
Tony Hawk's Project 8,PS3,2006,Sports,Activision,0.3,0.22,0.01,0.1,0.63,43,7.2,14,Neversoft Entertainment,T,76
Tony Hawk's Project 8,PSP,2006,Sports,Activision,0.41,0.07,0,0.07,0.56,11,7.6,14,Page 44 Studios,T,68
Tony Hawk's Project 8,X360,2006,Sports,Activision,0.44,0.02,0,0.04,0.49,65,7.6,38,Neversoft Entertainment,T,81
Tony Hawk's Proving Ground,PS2,2007,Sports,Activision,0.55,0.02,0,0.09,0.66,6,6.6,17,Page 44 Studios,T,65
Tony Hawk's Proving Ground,X360,2007,Sports,Activision,0.49,0.02,0,0.04,0.56,59,5.4,44,Neversoft Entertainment,T,72
Tony Hawk's Proving Ground,PS3,2007,Sports,Activision,0.36,0.04,0,0.04,0.44,36,6.6,17,Neversoft Entertainment,T,73
Tony Hawk's Proving Ground,Wii,2007,Sports,Activision,0.22,0.01,0,0.02,0.25,8,6.2,19,Page 44 Studios,T,57
Tony Hawk's Proving Ground,DS,2007,Sports,Activision,0.2,0.01,0,0.02,0.23,21,6.7,6,Vicarious Visions,E10+,79
Tony Hawk's Underground,PS2,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9,38,8.7,121,Neversoft Entertainment,T,90
Tony Hawk's Underground,XB,2003,Sports,Activision,0.85,0.37,0,0.05,1.27,33,9.1,26,Neversoft Entertainment,T,85
Tony Hawk's Underground,GC,2003,Sports,Activision,0.54,0.14,0,0.02,0.7,19,8.5,24,Neversoft Entertainment,T,89
Tony Hawk's Underground,GBA,2003,Sports,Activision,0.43,0.16,0,0.01,0.6,9,7.7,9,Vicarious Visions,E,86
Tony Hawk's Underground 2,PS2,2004,Sports,Activision,1.25,0.86,0.01,0.26,2.37,59,8.8,55,Neversoft Entertainment,T,83
Tony Hawk's Underground 2,XB,2004,Sports,Activision,0.48,0.24,0,0.03,0.75,55,7.8,12,Neversoft Entertainment,T,83
Tony Hawk's Underground 2,GC,2004,Sports,Activision,0.38,0.1,0,0.01,0.5,30,8.9,17,Neversoft Entertainment,T,82
Tony Hawk's Underground 2,GBA,2004,Sports,Activision,0.35,0.13,0,0.01,0.49,4,0,,Vicarious Visions,E,70
Tony Hawk's Underground 2 Remix,PSP,2005,Sports,Activision,0.46,0.21,0,0.15,0.82,49,8,34,Shaba Games,T,83
Too Human,X360,2008,Role-Playing,Microsoft Game Studios,0.38,0.29,0.03,0.08,0.78,80,7,458,Silicon Knights,T,65
Top Gear Rally,GBA,2003,Racing,Kemco,0.06,0.02,0,0,0.09,12,7.6,5,Tantalus Interactive,E,78
Top Gear RPM Tuning,XB,2005,Racing,Wanadoo,0.01,0,0,0,0.02,10,7.5,4,Babylon Software,T,45
Top Gun,PS3,2011,Simulation,505 Games,0.06,0,0,0.01,0.07,25,4.4,5,Doublesix,T,49
Top Gun,DS,2006,Simulation,505 Games,0.04,0,0,0,0.04,8,0,,InterActive Vision Games,E10+,48
Top Gun: Combat Zones,PS2,2001,Simulation,Titus,0.45,0.35,0,0.12,0.92,17,3.3,9,Titus Software,E,63
Top Gun: Combat Zones,GC,2002,Simulation,Titus,0.12,0.03,0,0,0.15,10,7.1,7,Titus Software,E,59
Top Gun: Hard Lock,X360,2012,Action,505 Games,0.03,0.02,0,0,0.06,8,3.5,16,505 Games,T,54
Top Spin,XB,2003,Sports,Microsoft Game Studios,0.36,0.08,0,0.02,0.46,44,8.2,31,Pam Development,E,89
Top Spin,PS2,2005,Sports,Take-Two Interactive,0.05,0.04,0,0.01,0.1,28,7.8,12,Pam Development,E,67
Top Spin 2,X360,2006,Sports,Take-Two Interactive,0.15,0,0,0.01,0.17,52,6.8,25,Pam Development,E,75
Top Spin 2,DS,2006,Sports,Take-Two Interactive,0.05,0,0,0,0.05,8,0,,Indie Built,E,51
Top Spin 3,Wii,2008,Action,Take-Two Interactive,0.15,0.37,0,0.07,0.58,18,5.7,29,Pam Development,E,68
Top Spin 3,PS3,2008,Action,Take-Two Interactive,0.08,0.36,0,0.12,0.57,36,7.5,20,Pam Development,E,75
Top Spin 3,X360,2008,Action,Take-Two Interactive,0.09,0.4,0,0.07,0.56,47,7.6,36,Pam Development,E,78
Top Spin 3,DS,2008,Action,D3Publisher,0.11,0.02,0,0.01,0.13,12,0,,"Pam Development, 2K Sports",E,65
Top Spin 4,PS3,2011,Sports,Take-Two Interactive,0.17,0.39,0,0.13,0.69,37,7.7,55,2K Czech,E,82
Top Spin 4,X360,2011,Sports,Take-Two Interactive,0.15,0.22,0,0.04,0.41,54,8.2,70,2K Czech,E,84
Top Spin 4,Wii,2011,Sports,Take-Two Interactive,0.04,0.08,0,0.02,0.14,8,7.4,7,2K Games,E,54
Torchlight,PC,2009,Role-Playing,JoWood Productions,0,0.06,0,0.01,0.07,57,8,794,Runic Games,T,83
Tork: Prehistoric Punk,XB,2005,Platform,Microsoft Game Studios,0.02,0.01,0,0,0.03,21,6.2,6,Tiwak,E,62
Tornado,DS,N/A,Action,Ignition Entertainment,0.07,0,0,0,0.07,26,0,,Skonec,E,44
Tornado Outbreak,Wii,2009,Action,Konami Digital Entertainment,0.09,0,0,0.01,0.1,7,8.2,5,Loose Cannon Studios,E10+,71
Tornado Outbreak,PS3,2009,Action,Konami Digital Entertainment,0.08,0,0,0.01,0.09,15,7.6,8,Loose Cannon Studios,E10+,69
Tornado Outbreak,X360,2009,Action,Konami Digital Entertainment,0.07,0,0,0.01,0.08,12,8,6,Loose Cannon Studios,E10+,62
Total Immersion Racing,PS2,2002,Racing,Empire Interactive,0.05,0.04,0,0.01,0.11,7,0,,Razorworks Studios,E,59
Total Immersion Racing,XB,2002,Racing,Empire Interactive,0.02,0.01,0,0,0.02,7,0,,Razorworks Studios,E,60
Total Overdose: A Gunslinger's Tale in Mexico,PS2,2005,Shooter,Eidos Interactive,0.04,0.04,0,0.01,0.09,36,9,25,Deadline Games,M,71
Total Overdose: A Gunslinger's Tale in Mexico,XB,2005,Shooter,Eidos Interactive,0.02,0.01,0,0,0.02,28,9.2,27,Deadline Games,M,71
Total War: Attila,PC,2015,Strategy,Sega,0.09,0.13,0,0.02,0.24,66,7.3,520,Creative Assembly,T,80
Total War: Rome II,PC,2013,Strategy,Sega,0.12,0.53,0,0.07,0.72,71,4.2,3742,Creative Assembly,T,76
Total War: Shogun 2,PC,2011,Strategy,Sega,0.19,0.31,0,0.09,0.6,62,8.3,1180,Creative Assembly,T,90
Total War: WARHAMMER,PC,2016,Strategy,Sega,0,0.12,0,0.01,0.13,77,7.3,556,Creative Assembly,T,86
Touch Detective,DS,2006,Adventure,505 Games,0.06,0.02,0,0.01,0.09,25,6.8,6,BeeWorks,E10+,60
Touch Detective 2 1/2,DS,2007,Adventure,505 Games,0.09,0,0.01,0.01,0.11,13,0,,BeeWorks,E,67
Touch Mechanic,DS,2008,Simulation,Nintendo,0.08,0,0,0.01,0.08,5,0,,Kando Games,E,54
Touch My Katamari ,PSV,2011,Puzzle,Namco Bandai Games,0.07,0.03,0,0.02,0.12,41,7.4,51,Bandai Namco Games,E10+,69
Touch the Dead,DS,2007,Shooter,Eidos Interactive,0.2,0,0,0.02,0.22,31,5.6,5,Secret Stash Games,M,56
TouchMaster,DS,2007,Puzzle,Midway Games,0.48,1.27,0,0.24,2,19,5.7,9,Midway Studios - San Diego,E10+,71
TouchMaster 2,DS,2008,Puzzle,Midway Games,0.3,0.49,0,0.1,0.89,8,0,,Midway Studios - San Diego,E,76
TouchMaster 3,DS,2009,Puzzle,Warner Bros. Interactive Entertainment,0.29,0.11,0,0.04,0.43,7,0,,Hijinx Studios,E,68
Touhou Genso Rondo: Bullet Ballet,PS4,2016,Shooter,Nippon Ichi Software,0.02,0,0,0,0.02,19,4.7,34,"Mediascape, CUBETYPE",E10+,55
Toukiden Kiwami,PSV,2014,Action,Tecmo Koei,0.02,0.02,0.17,0.01,0.23,5,8.6,42,"Omega Force, Koei Tecmo Games",T,82
Toukiden Kiwami,PS4,2015,Action,Tecmo Koei,0.05,0.07,0.02,0.02,0.17,35,7.6,74,Koei Tecmo Games,T,74
Toukiden: The Age of Demons,PSV,2013,Action,Tecmo Koei,0.04,0.04,0.25,0.02,0.35,44,8,136,Omega Force,T,71
Tour de France 2011,X360,N/A,Racing,Focus Home Interactive,0,0.04,0,0.01,0.05,7,7.6,5,Cyanide,,46
Tour de France 2014,PS4,2014,Sports,Focus Home Interactive,0,0.03,0,0,0.03,9,5.1,22,Cyanide,E,53
Tournament of Legends,Wii,2010,Fighting,Sega,0.04,0.02,0,0.01,0.06,38,6.9,11,High Voltage Software,T,45
Toxic Grind,XB,2002,Sports,THQ,0.02,0,0,0,0.02,9,0,,Blue Shift,T,49
Toy Shop,DS,2008,Simulation,Majesco Entertainment,0.03,0,0,0,0.03,7,5.4,11,"Gameinvest, Seed Studios, Lda",E,31
Toy Soldiers: War Chest,PS4,2015,Action,Ubisoft,0.06,0,0,0.01,0.07,19,7.7,61,Krome Studios,,62
Toy Soldiers: War Chest,XOne,2015,Action,Ubisoft,0.05,0,0,0.01,0.06,14,8.4,50,Krome Studios,,60
Toy Story Mania!,Wii,2009,Misc,Disney Interactive Studios,1.04,0.66,0,0.18,1.88,15,6.6,13,Papaya Studios,E,49
Toy Story Racer,PS,2001,Racing,Activision,0.08,0.06,0,0.01,0.15,8,8.7,9,Traveller's Tales,E,76
Trace Memory,DS,2005,Adventure,Nintendo,0.15,0.01,0.12,0.01,0.29,51,8.1,42,Cing,T,70
TrackMania DS,DS,2008,Racing,Focus Home Interactive,0.06,0.01,0,0.01,0.08,38,6.9,12,Firebrand Games,E,75
TrackMania Turbo,PS4,2016,Action,Ubisoft,0.03,0.26,0,0.05,0.35,52,7.9,110,Nadeo,E,81
TrackMania Turbo,XOne,2016,Action,Ubisoft,0.02,0.04,0,0,0.06,12,7.7,27,Nadeo,E,76
TrackMania Turbo,PC,2016,Action,Ubisoft,0,0.01,0,0,0.01,13,6.8,42,Nadeo,E,79
TrackMania: Build to Race,Wii,2010,Racing,Focus Home Interactive,0.09,0.11,0,0.02,0.23,17,6.8,5,Firebrand Games,E,74
Transformers,PS2,2004,Shooter,Atari,0.63,0.49,0,0.16,1.29,51,8.6,27,Melbourne House,T,75
TransFormers Animated: The Game,DS,2008,Action,Activision,0.15,0,0,0.01,0.16,15,0,,Artificial Mind and Movement,E,69
Transformers: Cybertron Adventures,Wii,2010,Action,Activision,0.14,0.1,0,0.02,0.27,15,6.5,8,Next Level Games,T,41
Transformers: Dark of the Moon,PS3,2011,Action,Activision,0.11,0.18,0,0.06,0.34,41,5.6,27,High Moon Studios,T,57
Transformers: Dark of the Moon,X360,2011,Action,Activision,0.13,0.12,0,0.03,0.28,53,6.7,30,High Moon Studios,T,59
Transformers: Devastation,PS4,2015,Action,Activision,0.1,0.09,0,0.04,0.23,50,7.5,160,PlatinumGames,T,77
Transformers: Devastation,XOne,2015,Action,Activision,0.09,0.04,0,0.01,0.14,25,7.9,55,PlatinumGames,T,75
Transformers: Devastation,PC,2015,Action,Activision,0,0.03,0,0,0.03,9,7.6,56,PlatinumGames,T,74
Transformers: Fall of Cybertron,X360,2012,Action,Activision,0.28,0.12,0,0.04,0.44,52,8.3,160,High Moon Studios,T,79
Transformers: Fall of Cybertron,PS3,2012,Action,Activision,0.19,0.14,0,0.06,0.39,32,8.2,87,High Moon Studios,T,77
Transformers: Fall of Cybertron,PC,2012,Action,Activision,0.01,0,0,0,0.01,13,7.9,121,"High Moon Studios, Mercenary Technologies",T,78
Transport Fever,PC,2016,Simulation,Astragon,0,0.03,0,0,0.04,11,7,28,Urban Games,,70
Transworld Snowboarding,XB,2002,Sports,Atari,0.07,0.02,0,0,0.09,14,9.2,14,Housemarque,T,74
Transworld Surf,PS2,2002,Sports,Atari,0.09,0.07,0,0.02,0.19,15,8.5,6,Rockstar San Diego,T,76
Transworld Surf,XB,N/A,Sports,Atari,0.1,0.03,0,0,0.13,25,0,,Rockstar San Diego,T,76
Trapped Dead,PC,2011,Strategy,Iceberg Interactive,0,0.02,0,0,0.02,14,4.7,57,"Headup Games, Crenetic Studios",,50
Trapt,PS2,2005,Action,Tecmo Koei,0.03,0.02,0,0.01,0.06,36,7.9,14,Paon Corporation,M,60
Trauma Center: New Blood,Wii,2007,Simulation,Nintendo,0.22,0.04,0.01,0.02,0.29,43,8,20,Atlus,T,77
Trauma Center: Second Opinion,Wii,2006,Simulation,Nintendo,0.28,0.01,0.03,0.03,0.34,49,8,47,Atlus,T,80
Trauma Center: Under the Knife,DS,2005,Simulation,Nintendo,0.3,0.01,0.02,0.03,0.35,45,8.7,45,ITL,T,81
Trauma Center: Under the Knife 2,DS,2008,Simulation,Atlus,0.1,0,0,0.01,0.11,29,8.5,11,Vanguard,T,79
Trauma Team,Wii,N/A,Simulation,Unknown,0.14,0,0.02,0.01,0.17,29,8.8,25,Atlus,T,82
Travel Games For Dummies,DS,2008,Misc,Electronic Arts,0.12,0,0,0.01,0.14,5,0,,Electronic Arts,E,62
Treasure World,DS,2009,Simulation,Aspyr,0.18,0,0,0.01,0.2,14,0,,Aspyr,E,68
Trials Fusion,PS4,2014,Racing,Ubisoft,0.13,0.22,0.01,0.07,0.42,51,7.2,244,RedLynx,E10+,79
Trials Fusion,XOne,2014,Racing,Ubisoft,0.12,0.1,0,0.02,0.24,28,7.1,158,RedLynx,E10+,80
Trials Fusion,PC,2014,Racing,Ubisoft,0,0.03,0,0,0.03,12,6.8,97,RedLynx,E10+,80
Tribes: Aerial Assault,PS2,N/A,Shooter,Unknown,0.11,0.09,0,0.03,0.23,23,8.8,47,Midway Studios - Austin,T,73
Trigger Man,PS2,2004,Shooter,Play It,0.08,0.06,0,0.02,0.16,4,4.8,16,Point of View,T,32
Trigger Man,XB,2004,Shooter,Crave Entertainment,0.03,0.01,0,0,0.05,5,0,,Point of View,T,31
Trine,PC,2009,Action,Nobilis,0,0.01,0,0,0.01,50,8.2,488,"Frozenbyte, Inc.",E10+,80
Trine 2,PC,2011,Platform,Focus Home Interactive,0,0.03,0,0.01,0.04,55,8.4,667,"Frozenbyte, Inc.",E10+,84
Trinity Universe,PS3,2009,Role-Playing,Nippon Ichi Software,0.07,0.05,0.03,0.02,0.18,25,7.2,28,"Gust, Idea Factory",T,62
TRINITY: Souls of Zill O'll,PS3,2010,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.01,0.14,34,6.2,33,Omega Force,T,55
Triple Play 2002,PS2,2002,Sports,Electronic Arts,0.43,0.33,0,0.11,0.87,17,0,,Pandemic Studios,E,65
Triple Play 2002,XB,2002,Sports,Electronic Arts,0.19,0.05,0,0.01,0.25,17,0,,Pandemic Studios,E,64
Trivial Pursuit,Wii,2009,Misc,Electronic Arts,0.2,0.3,0,0.07,0.57,11,0,,EA Bright Light,E,67
Trivial Pursuit,X360,2009,Misc,Electronic Arts,0.12,0.21,0,0.04,0.37,19,6.4,9,EA Bright Light,E,66
Trivial Pursuit,PS3,2009,Misc,Electronic Arts,0.12,0.11,0,0.05,0.28,13,7.1,7,EA Bright Light,E,66
Trivial Pursuit unhinged,PS2,2004,Misc,Atari,0.09,0.07,0,0.02,0.19,11,0,,Artech Studios,T,51
Trivial Pursuit unhinged,XB,2004,Misc,Atari,0.07,0.02,0,0,0.09,10,8,4,Artech Studios,T,58
Tron 2.0: Killer App,GBA,2004,Action,Disney Interactive Studios,0.04,0.02,0,0,0.06,16,0,,Digital Eclipse,E,68
Tron 2.0: Killer App,XB,2004,Action,Disney Interactive Studios,0.04,0.01,0,0,0.06,36,4.3,4,Climax Group,T,69
TRON: Evolution,PS3,2010,Action,Disney Interactive Studios,0.27,0.09,0,0.05,0.42,47,6.2,28,Propaganda Games,T,58
TRON: Evolution,X360,2010,Action,Disney Interactive Studios,0.24,0.05,0,0.02,0.31,51,6,41,Propaganda Games,T,58
TRON: Evolution,DS,2010,Action,Disney Interactive Studios,0.11,0.04,0,0.01,0.17,5,0,,n-Space,E10+,58
TRON: Evolution,PC,2010,Action,Disney Interactive Studios,0.06,0,0,0,0.07,11,6,25,Propaganda Games,T,57
Tropico 3,X360,2009,Strategy,Kalypso Media,0.15,0.02,0.03,0.01,0.22,33,6.6,22,Haemimont,T,75
Tropico 3,PC,2009,Strategy,Kalypso Media,0,0.04,0,0.01,0.04,48,8.1,184,Haemimont,T,79
Tropico 4,X360,N/A,Strategy,Kalypso Media,0.2,0.12,0,0.03,0.35,18,7.5,37,Haemimont,T,77
Tropico 4,PC,2011,Strategy,Kalypso Media,0.1,0.13,0,0.04,0.27,46,7.7,359,Haemimont,T,78
Tropico 4: Modern Times,PC,2012,Strategy,Kalypso Media,0,0.02,0,0,0.02,11,8,58,Haemimont,T,78
Tropico 5,PS4,2015,Simulation,Kalypso Media,0.06,0.16,0.06,0.04,0.31,17,7.1,110,Haemimont,T,76
Tropico 5,PC,2014,Simulation,Kalypso Media,0.02,0.09,0,0.01,0.12,51,7,351,Haemimont,T,75
Tropico 5,X360,2014,Simulation,Kalypso Media,0.03,0.02,0,0,0.06,4,7.2,9,Haemimont,T,71
True Crime: New York City,XB,2005,Action,Activision,0.21,0.06,0,0.01,0.28,43,7.8,17,Exakt,M,60
True Crime: New York City,GC,2005,Action,Activision,0.13,0.03,0,0,0.17,25,8.8,24,Exakt,M,59
True Crime: Streets of LA,PS2,2003,Action,Activision,1.89,1.05,0.02,0.31,3.27,39,8,94,"Luxoflux, Inc.",M,77
True Crime: Streets of LA,XB,2003,Action,Activision,0.96,0.37,0,0.05,1.38,39,7.8,28,"Luxoflux, Inc.",M,77
True Crime: Streets of LA,GC,2003,Action,Activision,0.44,0.11,0,0.02,0.56,29,7.3,29,Exakt,M,77
True Swing Golf,DS,2005,Sports,Nintendo,0.11,0,0.04,0.01,0.16,32,7.7,11,T&E Soft,E,66
Truth or Lies,X360,2010,Misc,THQ,0.07,0.03,0,0.01,0.11,6,5.2,6,THQ,T,28
Tsugunai: Atonement,PS2,2001,Role-Playing,Sony Computer Entertainment,0.02,0.01,0.02,0,0.06,13,0,,Cattle Call,T,67
Tube Slider,GC,N/A,Racing,Unknown,0.02,0,0,0,0.02,21,0,,Nd Cube,E,62
Turbo Turtle Adventure,GBA,2002,Puzzle,Majesco Entertainment,0.04,0.01,0,0,0.05,8,0,,Iridon Interactive AB,E,70
Turbo: Super Stunt Squad,PS3,2013,Sports,D3Publisher,0,0.01,0,0,0.02,5,0,,Monkey Bar Games,E,38
Turn It Around,DS,2006,Action,505 Games,0.03,0,0,0,0.03,11,4.5,4,"Taito Corporation, 505 Games",E,39
Turning Point: Fall of Liberty,X360,2008,Shooter,Codemasters,0.23,0.04,0,0.02,0.29,44,6.8,87,Spark Unlimited,T,43
Turning Point: Fall of Liberty,PS3,2008,Shooter,Codemasters,0.21,0.01,0,0.02,0.24,28,5.5,33,Spark Unlimited,T,42
Turok,X360,2008,Action,Touchstone,0.46,0.2,0.01,0.07,0.75,63,7.1,120,Propaganda Games,M,69
Turok,PS3,2008,Action,Touchstone,0.35,0.21,0.01,0.1,0.67,38,6,39,Propaganda Games,M,67
Turok,PC,2008,Action,Touchstone,0,0.01,0,0,0.01,16,6.5,55,Propaganda Games,M,65
Turok: Evolution,PS2,2002,Shooter,Acclaim Entertainment,0.64,0.5,0,0.17,1.31,20,7.3,27,Acclaim,M,61
Turok: Evolution,XB,2002,Shooter,Acclaim Entertainment,0.39,0.14,0,0.02,0.55,25,6.7,9,Acclaim,M,68
Turok: Evolution,GC,2002,Shooter,Acclaim Entertainment,0.3,0.08,0,0.01,0.38,19,7,21,Acclaim,M,70
Turok: Evolution,GBA,2002,Shooter,Acclaim Entertainment,0.08,0.03,0,0,0.12,8,7,5,RFX Interactive,T,72
TV Superstars,PS3,2010,Misc,Sony Computer Entertainment,0.07,0.12,0,0.05,0.25,17,4.9,8,SCE Studio Cambridge,E,56
Twin Strike: Operation Thunder,Wii,2008,Shooter,Zoo Games,0.04,0,0,0,0.04,7,8.3,6,Naps Team,E10+,50
Twisted Metal: Black,PS2,2001,Racing,Sony Computer Entertainment,1.19,0.17,0,0.05,1.41,15,8.4,98,Incognito Inc.,M,91
Twisted Metal: Head On,PSP,2005,Action,Sony Computer Entertainment,0.71,0,0,0.06,0.77,45,8.2,38,Incognito Inc.,T,79
Twisted Metal: Small Brawl,PS,N/A,Action,Unknown,0.1,0.07,0,0.01,0.18,14,7.6,49,Incognito Inc.,T,51
Two Worlds,X360,2007,Role-Playing,SouthPeak Games,0.41,0.22,0,0.07,0.7,44,5.5,182,Reality Pump,M,50
Two Worlds II,X360,2011,Role-Playing,Unknown,0.4,0.07,0.03,0.03,0.54,50,6.6,140,Reality Pump,M,67
Two Worlds II,PS3,2011,Role-Playing,Unknown,0.26,0.1,0.06,0.05,0.46,28,7,65,Reality Pump,M,70
Two Worlds II,PC,2011,Role-Playing,Unknown,0.09,0.09,0,0.02,0.2,31,6.5,315,Reality Pump,M,76
Ty the Tasmanian Tiger,PS2,2002,Platform,Electronic Arts,0.57,0.45,0,0.15,1.17,14,8.8,60,Krome Studios,E,70
Ty the Tasmanian Tiger,GC,2002,Platform,Electronic Arts,0.21,0.05,0,0.01,0.27,12,8.7,15,Krome Studios,E,69
Ty the Tasmanian Tiger,XB,2002,Platform,Electronic Arts,0.14,0.04,0,0.01,0.18,13,8.5,11,Krome Studios,E,68
Ty the Tasmanian Tiger 2: Bush Rescue,PS2,2004,Platform,Electronic Arts,0.26,0.2,0,0.07,0.53,24,8.2,22,Krome Studios,E,71
Ty the Tasmanian Tiger 2: Bush Rescue,GC,2004,Platform,Electronic Arts,0.15,0.04,0,0.01,0.2,20,8.6,11,Krome Studios,E,70
Ty the Tasmanian Tiger 2: Bush Rescue,GBA,2004,Platform,Electronic Arts,0.09,0.03,0,0,0.13,7,0,,Krome Studios,E,63
Ty the Tasmanian Tiger 2: Bush Rescue,XB,2004,Platform,Electronic Arts,0.08,0.02,0,0,0.11,29,8.8,4,Krome Studios,E,69
Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,2005,Action,Activision,0.09,0.07,0,0.02,0.19,13,8.1,15,Krome Studios,E10+,68
Ty the Tasmanian Tiger 3: Night of the Quinkan,GC,2005,Action,Activision,0.07,0.02,0,0,0.09,11,8,9,Krome Studios,E10+,68
Ty the Tasmanian Tiger 3: Night of the Quinkan,GBA,2005,Action,Zoo Digital Publishing,0.04,0.01,0,0,0.05,6,0,,Krome Studios,E10+,73
Ty the Tasmanian Tiger 3: Night of the Quinkan,XB,2005,Action,Zoo Digital Publishing,0.02,0.01,0,0,0.02,13,0,,Krome Studios,E10+,66
Tycoon City: New York,PC,2006,Strategy,Atari,0,0.02,0,0,0.02,30,8.3,4,Deep Red,T,67
uDraw Studio,Wii,2010,Misc,THQ,1.65,0.57,0,0.2,2.42,9,0,,THQ,E,71
uDraw Studio: Instant Artist,X360,2011,Misc,THQ,0.01,0.01,0,0,0.02,5,5.7,6,THQ,E,54
UEFA Champions League 2006-2007,X360,2007,Sports,Electronic Arts,0.04,0.01,0,0,0.05,27,8.2,10,EA Canada,E,72
UEFA Champions League 2006-2007,PSP,2007,Sports,Electronic Arts,0.01,0,0,0,0.01,14,0,,EA Canada,E,71
UEFA Euro 2004: Portugal,PS2,2004,Sports,Electronic Arts,0.07,0.05,0,0.02,0.14,21,6.4,18,EA Canada,E,76
UEFA Euro 2004: Portugal,XB,2004,Sports,Electronic Arts,0.04,0.01,0,0,0.05,21,8.1,9,EA Canada,E,74
UEFA Euro 2016,PS4,2016,Sports,Konami Digital Entertainment,0,0.22,0.04,0.04,0.29,7,6.6,8,Konami,E,72
UFC 2009 Undisputed,X360,2009,Fighting,THQ,1.48,0.39,0,0.19,2.06,68,7.9,51,Yuke's,T,83
UFC 2009 Undisputed,PS3,2009,Fighting,THQ,1.07,0.44,0.01,0.24,1.76,58,8.1,47,THQ,T,84
UFC Personal Trainer: The Ultimate Fitness System,X360,2011,Sports,THQ,0.53,0.18,0,0.06,0.77,36,6.5,15,THQ,E,70
UFC Personal Trainer: The Ultimate Fitness System,PS3,2011,Sports,THQ,0.08,0.08,0,0.03,0.19,8,2.4,5,THQ,E,65
UFC Personal Trainer: The Ultimate Fitness System,Wii,2011,Sports,THQ,0.11,0.06,0,0.02,0.18,5,0,,THQ,E,54
UFC Undisputed 2010,PS3,2010,Fighting,THQ,0.8,0.4,0.02,0.18,1.41,54,7.2,48,Yuke's,T,85
UFC Undisputed 2010,X360,2010,Fighting,THQ,0.9,0.31,0,0.11,1.32,70,6.7,80,Yuke's,T,84
UFC Undisputed 2010,PSP,2010,Fighting,THQ,0.11,0.06,0,0.04,0.21,27,7,13,Yuke's,T,74
UFC Undisputed 3,PS3,2012,Action,THQ,0.55,0.32,0.03,0.13,1.03,30,7.4,92,Yuke's,T,86
UFC Undisputed 3,X360,2012,Action,THQ,0.72,0.2,0,0.08,0.99,60,7.6,88,Yuke's,T,85
